#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1912936,64690277,F5147DRAFT_101009,F5147DRAFT_101009,-,-,Unknown,-,tRNA-guanine(15) transglycosylase-like protein,protein-coding,-,-,-,tRNA-guanine(15) transglycosylase-like protein,20210605,-
1912936,64702172,F5147DRAFT_747136,F5147DRAFT_747136,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1912936,64702173,F5147DRAFT_747159,F5147DRAFT_747159,-,-,Unknown,-,F-actin-capping protein subunit beta,protein-coding,-,-,-,F-actin-capping protein subunit beta,20210605,-
1912936,64702174,F5147DRAFT_747163,F5147DRAFT_747163,-,-,Unknown,-,Vps51/Vps67-domain-containing protein,protein-coding,-,-,-,Vps51/Vps67-domain-containing protein,20210605,-
1912936,64702175,F5147DRAFT_747167,F5147DRAFT_747167,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702176,F5147DRAFT_747170,F5147DRAFT_747170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702177,F5147DRAFT_747171,F5147DRAFT_747171,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1912936,64702178,F5147DRAFT_747172,F5147DRAFT_747172,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702179,F5147DRAFT_747185,F5147DRAFT_747185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702180,F5147DRAFT_74719,F5147DRAFT_74719,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1912936,64702181,F5147DRAFT_747206,F5147DRAFT_747206,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702182,F5147DRAFT_747207,F5147DRAFT_747207,-,-,Unknown,-,THO complex subunit 1 transcription elongation factor-domain-containing protein,protein-coding,-,-,-,THO complex subunit 1 transcription elongation factor-domain-containing protein,20210605,-
1912936,64702183,F5147DRAFT_747229,F5147DRAFT_747229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702184,F5147DRAFT_747243,F5147DRAFT_747243,-,-,Unknown,-,copper amine oxidase,protein-coding,-,-,-,copper amine oxidase,20210605,-
1912936,64702185,F5147DRAFT_747254,F5147DRAFT_747254,-,-,Unknown,-,heterokaryon incompatibility protein-domain-containing protein,protein-coding,-,-,-,heterokaryon incompatibility protein-domain-containing protein,20210605,-
1912936,64702186,F5147DRAFT_747263,F5147DRAFT_747263,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1912936,64702187,F5147DRAFT_747264,F5147DRAFT_747264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702188,F5147DRAFT_747265,F5147DRAFT_747265,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1912936,64702189,F5147DRAFT_747266,F5147DRAFT_747266,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702190,F5147DRAFT_747267,F5147DRAFT_747267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702191,F5147DRAFT_747291,F5147DRAFT_747291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702192,F5147DRAFT_747293,F5147DRAFT_747293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702193,F5147DRAFT_747297,F5147DRAFT_747297,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702194,F5147DRAFT_747298,F5147DRAFT_747298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702195,F5147DRAFT_747309,F5147DRAFT_747309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702196,F5147DRAFT_747315,F5147DRAFT_747315,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702197,F5147DRAFT_747329,F5147DRAFT_747329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702198,F5147DRAFT_747343,F5147DRAFT_747343,-,-,Unknown,-,NAP-domain-containing protein,protein-coding,-,-,-,NAP-domain-containing protein,20210605,-
1912936,64702199,F5147DRAFT_747344,F5147DRAFT_747344,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702200,F5147DRAFT_747365,F5147DRAFT_747365,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210605,-
1912936,64702201,F5147DRAFT_747377,F5147DRAFT_747377,-,-,Unknown,-,Dna2-domain-containing protein,protein-coding,-,-,-,Dna2-domain-containing protein,20210605,-
1912936,64702202,F5147DRAFT_747387,F5147DRAFT_747387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702203,F5147DRAFT_747407,F5147DRAFT_747407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702204,F5147DRAFT_747409,F5147DRAFT_747409,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702205,F5147DRAFT_747414,F5147DRAFT_747414,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1912936,64702206,F5147DRAFT_747415,F5147DRAFT_747415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702207,F5147DRAFT_747416,F5147DRAFT_747416,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702208,F5147DRAFT_747440,F5147DRAFT_747440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702209,F5147DRAFT_747441,F5147DRAFT_747441,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702210,F5147DRAFT_747445,F5147DRAFT_747445,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702211,F5147DRAFT_747450,F5147DRAFT_747450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702212,F5147DRAFT_747452,F5147DRAFT_747452,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702213,F5147DRAFT_747453,F5147DRAFT_747453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702214,F5147DRAFT_747466,F5147DRAFT_747466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702215,F5147DRAFT_747487,F5147DRAFT_747487,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702216,F5147DRAFT_747488,F5147DRAFT_747488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702217,F5147DRAFT_747496,F5147DRAFT_747496,-,-,Unknown,-,general amidase,protein-coding,-,-,-,general amidase,20210605,-
1912936,64702218,F5147DRAFT_747521,F5147DRAFT_747521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702219,F5147DRAFT_747531,F5147DRAFT_747531,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702220,F5147DRAFT_747542,F5147DRAFT_747542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702221,F5147DRAFT_747545,F5147DRAFT_747545,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702222,F5147DRAFT_747547,F5147DRAFT_747547,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702223,F5147DRAFT_747588,F5147DRAFT_747588,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702224,F5147DRAFT_747594,F5147DRAFT_747594,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912936,64702225,F5147DRAFT_747604,F5147DRAFT_747604,-,-,Unknown,-,glycoside hydrolase family 20 protein,protein-coding,-,-,-,glycoside hydrolase family 20 protein,20210605,-
1912936,64702226,F5147DRAFT_747619,F5147DRAFT_747619,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702227,F5147DRAFT_747638,F5147DRAFT_747638,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702228,F5147DRAFT_747643,F5147DRAFT_747643,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702229,F5147DRAFT_747665,F5147DRAFT_747665,-,-,Unknown,-,Aldo keto reductase,protein-coding,-,-,-,Aldo keto reductase,20210605,-
1912936,64702230,F5147DRAFT_747678,F5147DRAFT_747678,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702231,F5147DRAFT_747684,F5147DRAFT_747684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702232,F5147DRAFT_747693,F5147DRAFT_747693,-,-,Unknown,-,DEAD-domain-containing protein,protein-coding,-,-,-,DEAD-domain-containing protein,20210605,-
1912936,64702233,F5147DRAFT_747695,F5147DRAFT_747695,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702234,F5147DRAFT_747703,F5147DRAFT_747703,-,-,Unknown,-,nucleoside phosphorylase domain-containing protein,protein-coding,-,-,-,nucleoside phosphorylase domain-containing protein,20210605,-
1912936,64702235,F5147DRAFT_747711,F5147DRAFT_747711,-,-,Unknown,-,acyl-CoA dehydrogenase NM domain-like protein,protein-coding,-,-,-,acyl-CoA dehydrogenase NM domain-like protein,20210605,-
1912936,64702236,F5147DRAFT_747714,F5147DRAFT_747714,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702237,F5147DRAFT_747730,F5147DRAFT_747730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702238,F5147DRAFT_747744,F5147DRAFT_747744,-,-,Unknown,-,glycosyltransferase family 69 protein,protein-coding,-,-,-,glycosyltransferase family 69 protein,20210605,-
1912936,64702239,F5147DRAFT_747748,F5147DRAFT_747748,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702240,F5147DRAFT_747773,F5147DRAFT_747773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702241,F5147DRAFT_747777,F5147DRAFT_747777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702242,F5147DRAFT_747791,F5147DRAFT_747791,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702243,F5147DRAFT_747813,F5147DRAFT_747813,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702244,F5147DRAFT_747814,F5147DRAFT_747814,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702245,F5147DRAFT_747828,F5147DRAFT_747828,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702246,F5147DRAFT_747862,F5147DRAFT_747862,-,-,Unknown,-,RNA dependent RNA polymerase-domain-containing protein,protein-coding,-,-,-,RNA dependent RNA polymerase-domain-containing protein,20210605,-
1912936,64702247,F5147DRAFT_747867,F5147DRAFT_747867,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912936,64702248,F5147DRAFT_747869,F5147DRAFT_747869,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702249,F5147DRAFT_747876,F5147DRAFT_747876,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702250,F5147DRAFT_747877,F5147DRAFT_747877,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702251,F5147DRAFT_747879,F5147DRAFT_747879,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702252,F5147DRAFT_747880,F5147DRAFT_747880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702253,F5147DRAFT_747882,F5147DRAFT_747882,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210605,-
1912936,64702254,F5147DRAFT_747883,F5147DRAFT_747883,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702255,F5147DRAFT_747886,F5147DRAFT_747886,-,-,Unknown,-,ATP-NAD kinase-like domain-containing protein,protein-coding,-,-,-,ATP-NAD kinase-like domain-containing protein,20210605,-
1912936,64702256,F5147DRAFT_747888,F5147DRAFT_747888,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702257,F5147DRAFT_747899,F5147DRAFT_747899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702258,F5147DRAFT_747940,F5147DRAFT_747940,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702259,F5147DRAFT_747943,F5147DRAFT_747943,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1912936,64702260,F5147DRAFT_747948,F5147DRAFT_747948,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702261,F5147DRAFT_747949,F5147DRAFT_747949,-,-,Unknown,-,PRP8 domain IV core-domain-containing protein,protein-coding,-,-,-,PRP8 domain IV core-domain-containing protein,20210605,-
1912936,64702262,F5147DRAFT_747979,F5147DRAFT_747979,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702263,F5147DRAFT_747980,F5147DRAFT_747980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702264,F5147DRAFT_747983,F5147DRAFT_747983,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702265,F5147DRAFT_747984,F5147DRAFT_747984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702266,F5147DRAFT_747988,F5147DRAFT_747988,-,-,Unknown,-,dihydroorotase,protein-coding,-,-,-,dihydroorotase,20210605,-
1912936,64702267,F5147DRAFT_747990,F5147DRAFT_747990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702268,F5147DRAFT_748003,F5147DRAFT_748003,-,-,Unknown,-,aminotransferase,protein-coding,-,-,-,aminotransferase,20210605,-
1912936,64702269,F5147DRAFT_748008,F5147DRAFT_748008,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702270,F5147DRAFT_748009,F5147DRAFT_748009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702271,F5147DRAFT_748030,F5147DRAFT_748030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702272,F5147DRAFT_748031,F5147DRAFT_748031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702273,F5147DRAFT_748032,F5147DRAFT_748032,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702274,F5147DRAFT_748040,F5147DRAFT_748040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702275,F5147DRAFT_748041,F5147DRAFT_748041,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702276,F5147DRAFT_748042,F5147DRAFT_748042,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702277,F5147DRAFT_748044,F5147DRAFT_748044,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702278,F5147DRAFT_748048,F5147DRAFT_748048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702279,F5147DRAFT_748049,F5147DRAFT_748049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702280,F5147DRAFT_748050,F5147DRAFT_748050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702281,F5147DRAFT_748065,F5147DRAFT_748065,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702282,F5147DRAFT_748138,F5147DRAFT_748138,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702283,F5147DRAFT_748142,F5147DRAFT_748142,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702284,F5147DRAFT_748144,F5147DRAFT_748144,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702285,F5147DRAFT_748145,F5147DRAFT_748145,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702286,F5147DRAFT_748146,F5147DRAFT_748146,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702287,F5147DRAFT_74816,F5147DRAFT_74816,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1912936,64702288,F5147DRAFT_748161,F5147DRAFT_748161,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702289,F5147DRAFT_748169,F5147DRAFT_748169,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702290,F5147DRAFT_748170,F5147DRAFT_748170,-,-,Unknown,-,xylose isomerase-like protein,protein-coding,-,-,-,xylose isomerase-like protein,20210605,-
1912936,64702291,F5147DRAFT_748182,F5147DRAFT_748182,-,-,Unknown,-,DnaJ-domain-containing protein,protein-coding,-,-,-,DnaJ-domain-containing protein,20210605,-
1912936,64702292,F5147DRAFT_748184,F5147DRAFT_748184,-,-,Unknown,-,cytochrome c oxidase subunit VIb,protein-coding,-,-,-,cytochrome c oxidase subunit VIb,20210605,-
1912936,64702293,F5147DRAFT_748193,F5147DRAFT_748193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912936,64702294,F5147DRAFT_748194,F5147DRAFT_748194,-,-,Unknown,-,calponin homology domain-containing protein,protein-coding,-,-,-,calponin homology domain-containing protein,20210605,-
1912936,64702295,F5147DRAFT_748208,F5147DRAFT_748208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912936,64702296,F5147DRAFT_748221,F5147DRAFT_748221,-,-,Unknown,-,Zn-finger domain-containing protein,protein-coding,-,-,-,Zn-finger domain-containing protein,20210605,-
1912936,64702297,F5147DRAFT_748222,F5147DRAFT_748222,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
